"","date","JP_MORGAN_CHASE","EXXON_MOBIL","INTEL","PFIZER","BOEING","RF"
"50",1973-03-15,-0.0145476897858826,-0.0121331828442437,0,-0.00876750982565766,-0.0229610141114566,0.00021
"51",1973-03-16,-0.00738122465952795,-0.00818813672284113,0.0217367438796794,0.00884505896705989,0,0.00021
"52",1973-03-19,-0.0320485965647256,-0.00412786790822706,-0.0106371548296981,-0.00876750982565766,-0.0117503059975521,0.00021
"53",1973-03-20,-0.00768231984418966,0.0124349334875651,-0.0322545612510861,0,0,0.00021
"54",1973-03-21,-0.0153745502126267,-0.0054270208511854,-0.0999887779149365,-0.0233834892232615,-0.0239038890265048,0.00021
"55",1973-03-22,-0.0365448504983389,-0.0123492245835726,0.0246882793017458,-0.0448677909639809,-0.0182717929196802,0.00021
"56",1973-03-23,0.0405747126436782,0.00135698361926928,0.0361401800924799,-0.00937329700272482,0.0186118650639782,0.00021
"57",1973-03-26,-0.0234176516072021,0.00551737489110438,0.0348796241926013,0.0157333039938385,0.0060905976398935,0.00021
"58",1973-03-27,0.00531614070806463,0.0221409318444361,0.0112346799818428,0.052967937608319,0.030394753436751,0.00021
"59",1973-03-28,0.00528802880288026,0.00941796948577878,-0.0111098642127707,0.00298323217775964,-0.0176254589963279,0.00021
"60",1973-03-29,0.00794627867935094,0.018753498787087,0.0224693599636858,-0.00584615384615372,0,0.00021
"61",1973-03-30,0.00788363313346641,-0.00787617913728367,0,-0.0208397812854638,-0.0120857214054323,0.00021
"62",1973-04-02,-0.00264404538944585,-0.00129234745684481,-0.0329633740288569,-0.0242334843535981,-0.048429814604616,0.00026
"63",1973-04-03,-0.0207665967082734,0.00397448932433697,0.0113623321473661,-0.00313141129467664,-0.00636182902584503,0.00026
"64",1973-04-04,0,0.00395875529368439,-0.011234679981843,0.00628249566724448,0.0256102440976391,0.00026
"65",1973-04-05,0.00259447264523405,-0.00917010545621277,-0.0113623321473659,-0.0278794402583423,0.00624268435427244,0.00026
"66",1973-04-06,0.00798829882988317,0.00925497454881996,0,0.0159450780644446,0,0.00026
"67",1973-04-09,0.00267887040964387,0.0105456212746446,0,0.00621253405994548,-0.0248158200853044,0.00026
"68",1973-04-10,-0.0131359234108871,0.018239564428312,0.120617599257024,0.0218804159445409,0.00636182902584492,0.00026
"69",1973-04-11,-0.0186125211505923,0.0332412440958916,-0.0153320211333264,-0.00307398770404921,0.0126432240221255,0.00026
"70",1973-04-12,0.00540229885057464,-0.0111264447127825,0,0,-0.00624268435427244,0.00026
"71",1973-04-13,-0.00537327083571504,-0.0163105102485827,0.0937401367701209,0,-0.006281900274833,0.00026
"72",1973-04-16,-0.0109195402298851,-0.00762546550806875,-0.0142362447095036,0,-0.0189648360331887,0.00026
"73",1973-04-17,-0.0137129575828007,0.00509292351679758,-0.00731850117096022,-0.00914407230196701,-0.00644381796214244,0.00026
"74",1973-04-18,0,0.0204462618899459,0.00737245650250662,0.00611653610902474,-0.00648561005269566,0.00026
"75",1973-04-19,0.0167314716625426,0.00749194180677759,0.00722092115534734,0,-0.0130558955528357,0.00026
"76",1973-04-23,-0.021902885618264,0.00250756593169044,0.0647161402828911,0.00309300341296925,-0.00661430343116975,0.00026
"77",1973-04-24,0.00284360189573452,0.0136277384854235,-0.067515923566879,-0.0153110047846889,-0.00665834373699548,0.00026
"78",1973-04-25,0.00555293005671076,0.00604152484683462,-0.116022638563622,-0.00928625418421336,-0.0269515430805752,0.00026
"79",1973-04-26,0.0138644107625427,-0.033916941554597,0.0655701512308202,-0.0188555858310627,0.0483639494833523,0.00026
"80",1973-04-27,-0.00544674933364253,-0.0175976186307127,-0.0460996581373666,0.00644301266385239,-0.0264202600958247,0.00026
"81",1973-04-30,0.0137497086926126,-0.0154175207200783,0.0645091225021721,0.00320088300220767,-0.0269966254218222,0.00026
"82",1973-05-01,-0.00551724137931042,-0.00642650253439547,0,0,0,0.00023
"83",1973-05-02,-0.0135228848821082,0.0143937323494578,0.0378494184860234,0,0.0348265895953757,0.00023
"84",1973-05-03,0.0193321616871704,0.0278401436910642,0,0.0189239740345473,0.0603267700041894,0.00023
"85",1973-05-04,-0.00275862068965516,0.00751419833988631,0.043841541334906,0.0124176654788901,0.0683524298696168,0.00023
"86",1973-05-07,-0.0081834946980176,0.00130084121064944,0.00696864111498274,0,-0.0475838264299803,0.00023
"87",1973-05-08,-0.0137129575828007,-0.0150701541659449,0.00692041522491338,0.00618600682593851,0.0187677970489255,0.00023
"88",1973-05-09,-0.0194414987628138,-0.0343826943369679,-0.013745704467354,0,-0.0123237199847541,0.00023
"89",1973-05-10,0.00853160298005307,0.00264092523449588,-0.00696864111498252,-0.00922196311214762,-0.0496526884486751,0.00023
"90",1973-05-11,0.00559990468247351,-0.00526793823796545,0.0281650071123756,0,0.0129940443963186,0.00023
"91",1973-05-14,-0.0139810426540286,-0.0238312636961285,0,-0.0123034128597411,-0.057990379476216,0.00023
"92",1973-05-15,-0.0027637587118482,0.0149658591338511,0.00682530898358236,0.0155979202772965,0.0547517730496454,0.00023
"93",1973-05-16,0.0113266658633571,0.00396276840844156,-0.00677903994137041,-0.00607935153583627,-0.0194997310381926,0.00023
"94",1973-05-17,-0.0167997140474206,0.0066091426473287,-0.0137428518723482,0,-0.0264709916335206,0.00023
"95",1973-05-18,-0.0256907416383906,-0.00528907532372791,0,-0.0216761455091747,-0.020428289659059,0.00023
"96",1973-05-21,-0.0235074626865671,-0.00128346167950133,-0.041616010474142,0.00318087090051544,0,0.00023
"97",1973-05-22,0.00904343395745766,-0.00266201578850733,-0.0290788446526152,0.00634157008528335,0.00690349489429032,0.00023
"98",1973-05-23,0.0237313809644029,-0.00128854118729871,0,0.00619295958279009,0.0277103270961292,0.00023
"99",1973-05-24,0.0464858199753393,0.0293060547414985,0,0.0279667422524565,0.0871438498957608,0.00023
"100",1973-05-25,-0.0110757629315423,0.00134300295460665,-0.0447236180904523,0.0241596638655461,-0.0246739964203527,0.00023
"101",1973-05-29,0.00845943047777897,-0.00393419170243203,0.00778537611783281,0.00297435897435894,-0.0252982042207367,0.00023
"102",1973-05-30,-0.0111058601134215,-0.0220825852782766,-0.0232800918676271,-0.00214745884037226,-0.0194997310381926,0.00023
"103",1973-05-31,-0.0113500597371565,-0.00128511107031393,-0.0634886703719538,-0.00881328141012505,0,0.00023
"104",1973-06-01,0.00290030211480352,-0.00533088235294121,-0.00844556037434385,-0.0119933829611248,-0.0595254423261555,0.00024
"105",1973-06-04,-0.00566333293167853,0,-0.0427025782688766,-0.0272080368354961,-0.0141461280443342,0.00024
"106",1973-06-05,-0.00569558894813382,0.0133062280539642,0,0.0373278829604131,0.0428994082840237,0.00024
"107",1973-06-06,-0.0086532602071907,0.00401240196972452,0.0982325357701095,0.00891838639427567,0.00680851063829802,0.00024
"108",1973-06-07,0.00872879272190796,0.0184377838328793,0.0650317495073351,0.0326857847671909,-0.00676246830092986,0.00024
"109",1973-06-08,0.00280316879951248,0.0141799696780522,0.00760690789473673,0.00577286752264361,-0.0548936170212767,0.00024
"110",1973-06-11,0.00510452114730198,0,0,0.0171202375061852,0.00735404472459877,0.00024
"111",1973-06-12,0.00580411124546565,0.0139817094618362,0.0908998163640076,-0.00282156061490568,0,0.00024
"112",1973-06-13,0.00288530896850192,-0.0275778336657706,-0.0346955952492285,0.00282954434578997,-0.050357568533969,0.00024
"113",1973-06-14,-0.0143850395588588,-0.00775885133327381,-0.00716915326487111,-0.00846468184471694,0,0.00024
"114",1973-06-15,-0.00875699343225489,-0.00656120798130511,0,0.00284564812089094,0.030279259491685,0.00024
"115",1973-06-18,-0.0176687116564417,-0.00913779064507381,-0.021760343481655,-0.0056751467710372,-0.0147708238160499,0.00024
"116",1973-06-19,0,0.00529583637691755,-0.0296259351620948,0,0.0149922720247295,0.00024
"117",1973-06-20,0.00599550337247079,0.00526793823796567,-0.030530427631579,0.00856130682936418,0.00730927364093192,0.00024
"118",1973-06-21,0.0178793146262726,-0.0157209974701844,-0.0236454246633443,-0.00282954434578975,-0.0291761148904007,0.00024
"119",1973-06-22,-0.0117101732129788,0.0106480631540298,0.0322545612510861,0.0028375733855186,0.0225786359389599,0.00024
"120",1973-06-25,-0.00592446309553185,0.00390554041780211,-0.0234613361388744,-0.00565908869157961,-0.0220800974569819,0.00024
"121",1973-06-26,0.0148994288552271,0.00922826381977737,0.02402499461323,0.011382592483564,0.0752102148863283,0.00024
"122",1973-06-27,-0.00587227795448975,0.0142536978933214,0,0.0195983312312022,-0.0419985517740766,0.00024
"123",1973-06-28,0.0088604479448684,0.0102527841612161,0.0468174644923725,0.038443239128366,0.00725623582766421,0.00024
"124",1973-06-29,0.0146377165162235,-0.00122484689413827,0,-0.0105378905892055,-0.00720396217919839,0.00024
"125",1973-07-02,0,-0.00254029432375602,0.0149748743718592,-0.0161140952028154,-0.00725623582766444,3e-04
"126",1973-07-03,0.00853570569848516,-0.0101870554140687,0.0147539360332707,-0.0190135542168675,0.00730927364093192,3e-04
"127",1973-07-05,-0.0113243533198236,0.00124212580959981,0.0506440281030445,0,0.0438397581254724,3e-04
"128",1973-07-06,0.031709669640704,-0.00638015064244568,0.0207114330825671,-0.00278257532143533,-0.0140477914554671,3e-04
"129",1973-07-09,0.00280472128082287,-0.00517256755551587,0.0540491355777979,-0.00548446069469843,0,3e-04
"130",1973-07-10,-0.00559375364176673,-0.0117436127297177,0.0320269337016574,0.0250580495356036,0.021298472385429,3e-04
"131",1973-07-11,0.00562521973514585,0.00136066763425258,0.0186532831451276,0.0490797546012269,0.0208543074931684,3e-04
"132",1973-07-12,0.00559375364176673,-0.00398586828517078,0.030546887830514,0,0,3e-04
"133",1973-07-13,-0.0027813188086685,-0.0223738062755798,0,-0.0155645524066577,-0.020428289659059,3e-04
"134",1973-07-16,0.00278907611853585,0.010791701553633,0,0.0105099616157922,0.0417086149863368,3e-04
"135",1973-07-17,-0.00834395642600549,0,0,0.0131138645202136,-0.0200193290073174,3e-04
"136",1973-07-18,0.019633048965759,-0.0119650253106306,0.0413545816733067,0.0206213176218533,0.0204282896590589,3e-04
"137",1973-07-19,0.00275071633237811,-0.0176059618071728,0.0454510674114317,0.00752208519198816,0.0532928344608588,3e-04
"138",1973-07-20,0.00822951194422217,0.0137492888298882,0.130498426407085,0.0075527389530341,-0.0252982042207367,3e-04
"139",1973-07-23,-0.0163246797415258,0.0108502478720418,0.00958176874271643,0.019903498190591,-0.00645508337816036,3e-04
"140",1973-07-24,0.0138296646306328,0.022763023965948,0,-0.00244994508743779,0.00649702219815929,3e-04
"141",1973-07-25,0,0.00135709762055547,0.0286007438758498,0.022018970189702,0.0194997310381926,3e-04
"142",1973-07-26,-0.00272820279640784,0.0157209974701842,0.00922693266832919,-0.0143354325488897,-0.0191267642791189,3e-04
"143",1973-07-27,0.00273566624871768,0.00257961216865321,-0.045836422041018,-0.0146279949558639,0,3e-04
"144",1973-07-30,0.00272820279640773,-0.0013308490817141,0.0192282791661271,-0.0197082160225236,0.0194997310381926,3e-04
"145",1973-07-31,0.016324679741526,-0.0141257995735607,0.0282665311567045,-0.00748476936466491,-0.0127951457591347,3e-04
"146",1973-08-01,-0.0214166201896263,-0.00919167342525007,-0.0274894983938719,0.0050859347597334,-0.0128273650454304,3e-04
"147",1973-08-02,-0.00273566624871779,-0.0107321509777172,-0.00946452391539099,-0.0101203978363288,0.00649702219815929,3e-04
"148",1973-08-03,-0.00274317064807406,-0.0135147559069596,0.0190457868410927,0,-0.00134480903711665,3e-04
"149",1973-08-06,-0.0275071633237823,0.0164026095060579,0.0747592977156881,0.00766790058170286,0.0262590896848909,3e-04
"150",1973-08-07,-0.0113140836770771,0.00669356317623326,0.0347795538380467,0.00253651709962388,-0.0128592048287625,3e-04
"151",1973-08-08,0,0.00400765097003375,0.0252362360663159,0.00244285465014826,-0.00638043333776428,3e-04
"152",1973-08-09,-0.0141852425795684,0.00136079107321052,-0.0573983111650753,0.00504786771105303,-0.00655518394648824,3e-04
"153",1973-08-10,-0.00580411124546554,-0.00534517122667144,-0.0173897769190233,-0.00995843436092836,0,3e-04
"154",1973-08-13,-0.00875699343225489,-0.00127516167228348,0,-0.0126825854981195,-0.0195259897656882,3e-04
"155",1973-08-14,-0.00588957055214734,-0.0200638394892841,-0.053092599213443,-0.0255138199858256,-0.026644691663233,3e-04
"156",1973-08-15,-0.00296223154776587,-0.00818985574685904,0.018689824428922,-0.0262727272727272,0.00677296458303922,3e-04
"157",1973-08-16,-0.0148551621688537,-0.00825748334428067,-0.00914257474672586,-0.0512557184203155,-0.0135949544498949,3e-04
"158",1973-08-17,0.0120633324956021,0.00416311855426255,0.00922693266832919,-0.00275536311749658,0,3e-04
"159",1973-08-20,0,0.00687835673230941,-0.0274894983938719,-0.00858496151568977,-0.0207445296959362,3e-04
"160",1973-08-21,-0.0238390861683636,-0.0233015160022458,-0.0188655275360478,0.00577286752264361,-0.00696459663377835,3e-04
"161",1973-08-22,-0.00305265835665236,-0.0140845070422535,0.0192282791661271,-0.00286986640277087,-0.0141729982466394,3e-04
"162",1973-08-23,0.0244960449094156,0.00573372206025247,0.0943276376802389,0.0258038904327114,-0.0575070401659996,3e-04
"163",1973-08-24,-0.0149439601494397,-0.0170064740554642,-0.00864871140004653,-0.00841718266253877,0.0228023274099702,3e-04
"164",1973-08-27,-0.00303413400758523,0.00579966578197189,0.0173897769190234,0.0140501512342668,-0.0222939729397295,3e-04
"165",1973-08-28,0.00913010398173975,0.0071344800625488,-0.00851749539594837,0.00914076782449724,0,3e-04
"166",1973-08-29,-0.00603166624780105,0.017079087821446,-0.0172393777571396,0.0331807780320366,-0.0306651989306496,3e-04
"167",1973-08-30,-0.00910240202275603,-0.00696498425722736,0.0175417872541492,-0.0214101144333702,0.0236859182349125,3e-04
"168",1973-08-31,0.00918601684103093,0.00134511913912383,0.0517181332714185,0.0136740852508486,0.0153724247226623,3e-04
"169",1973-09-04,0.0394437420986093,-0.0140088274803301,0.049174899277002,-0.0188854777188576,0.0302793819260185,0.00036
"170",1973-09-05,0.00291899781075156,-0.00291942390035049,0.0312467122567071,-0.00824957329793274,0.0146947432207241,0.00036
"171",1973-09-06,0,0.00429435877415596,-0.00760048969598026,0,0.0580770379217677,0.00036
"172",1973-09-07,0.034804753820034,0.00145772594752169,0.0229246980210742,-0.0166363897122097,-0.0548892338083815,0.00036
"173",1973-09-10,0.00210945740067969,-0.00426977195536149,-0.0149238731722025,-0.0197374817695674,0.00731561660197055,0.00036
"174",1973-09-11,-0.00280668927610817,-0.0071143163434364,0.0454499081820037,-0.0142828803808768,-0.0143767600414999,0.00036
"175",1973-09-12,-0.00574645244517413,-0.0101099332548096,-0.0144913393510613,0,0.0145864661654136,0.00036
"176",1973-09-13,0.0115593300306676,-0.013088745661874,0.0220813941974454,0.0029180921714631,-0.0143767600414999,0.00036
"177",1973-09-14,0.0283348880597014,0.020596804983422,0.0431602402635147,0.028995685763018,0,0.00036
"178",1973-09-17,0.00839097403333722,0,0.0413745066171349,0.00565522620904835,0.029172932330827,0.00036
"179",1973-09-18,0.00820870347464275,0.00147666863555829,0,-0.00562342447159203,-0.021332554061952,0.00036
"180",1973-09-19,0.0108186482266339,0.0346013958517644,0.0529742263444217,0.0254485179407176,0.0362794864138547,0.00036
"181",1973-09-20,0.0108131965132958,0.00133016627078386,-0.0251545693232827,0.00275744033469616,0.0979685924218412,0.00036
"182",1973-09-21,0.00523960266346468,0.00284656988329068,-0.0129018245004344,-0.00549971553195527,0.0572103398504133,0.00036
"183",1973-09-24,0.00532088174611789,0.0110701107011071,-0.019627690005721,0,-0.0120392205535559,0.00036
"184",1973-09-25,0.00259235255994805,0.00411753696425232,-0.0133321362840598,-0.00829519450800908,0,0.00036
"185",1973-09-26,0.0262874380521441,0,0.0135122838944495,0.00278819344293812,0.00615577889447239,0.00036
"186",1973-09-27,-0.0128070543774932,0.0301025163094129,0,-0.00278044103547448,-0.0182294918217006,0.00036
"187",1973-09-28,0.00265844321565289,-0.0146566543019995,0.00668851281590865,0,-0.0493450337021493,0.00036
"188",1973-10-01,-0.00265139463357722,0.0161601322192637,0,-0.00557638688587636,0,0.00028
"189",1973-10-02,0,0.0119273515857956,0.0463301525015607,0.011215314705598,0.0454849498327761,0.00028
"190",1973-10-03,-0.0232879625691197,0.00785784445039739,-0.0253142978904751,-0.00831819485610485,-0.0062699936020475,0.00028
"191",1973-10-04,0.0105606967882417,-0.00522725259147694,0.0259717546237592,-0.0139799460084844,-0.0186711305691476,0.00028
"192",1973-10-05,0,0.00391877449234057,0.0633283613893032,-0.00283563117238672,0,0.00028
"193",1973-10-08,-0.00258564964447316,-0.0259936124911284,0.0357099915835037,0.0170621690527555,0.0317543629444954,0.00028
"194",1973-10-09,-0.0052927198098941,-0.0320612077602697,-0.04024456311431,0.00838796760509064,-0.0307770571028869,0.00028
"195",1973-10-10,0.0106417634922358,-0.00686929519149326,0.0119748407386502,-0.013863658093508,-0.00642960241438129,0.00028
"196",1973-10-11,0.0156871172235953,0.0306045101383361,0.0118331407625802,0.0337405468295522,0.0320919175911254,0.00028
"197",1973-10-12,0.0102612927113086,0.0134228187919463,0.0116947550795401,0.00815981992121539,-0.0186820217530391,0.00028
"198",1973-10-15,0.0026178010471205,-0.0212283407420848,-0.0231191375082708,-0.00809377616522455,0.00638935976007304,0.00028
"199",1973-10-16,-0.0152480417754568,-0.00546853276485315,0,0.0108797598949539,-0.00634879502461794,0.00028
"200",1973-10-17,-0.00265139463357722,-0.0123019571295433,-0.0118331407625801,0.0188346632028207,-0.0190376841830746,0.00028
"201",1973-10-18,-0.00521054870267978,-0.01792791092659,0.00600758003386814,0.00264092523449588,-0.0257875847401302,0.00028
"202",1973-10-19,-0.00256547300908605,0.0182551883166795,0,0.0183469573115351,0,0.00028
"203",1973-10-22,-0.0182188404243918,0.0332138139271561,-0.0297783655965692,-0.0077595433464146,-0.04625460499386,0.00028
"204",1973-10-23,-0.0133173234363061,0.0120547945205478,0.0245373430270985,0.0156404494382023,0.0207439198855506,0.00028
"205",1973-10-24,0.0242283438433455,0.0079408049088614,0.0239496814773001,0.0205327905124348,-0.0203223545900489,0.00028
"206",1973-10-25,-0.0210628645495787,-0.0052820053715309,0.02338951015908,0.00251495967392246,0.0068669527896994,0.00028
"207",1973-10-26,0.0108131965132958,0.0105301053010529,0.0628703347441324,0.0100346020761246,-0.00682011935208848,0.00028
"208",1973-10-29,0.00523960266346468,0.00783754898468114,0.00535766000579208,-0.00248372730387125,0.0484978540772532,0.00028
"209",1973-10-30,-0.0052122923227278,-0.01033934252386,-0.0106942243986751,-0.0248991156520993,0,0.00028
"210",1973-10-31,-0.00534876105228677,-0.010447361371551,-0.0648589626933576,-0.00510698247776697,0.0132350934643197,0.00028
"211",1973-11-01,-0.00274363476733974,0.0052337123262951,-0.017319892577745,-0.0307106823612709,0.0640991112308105,0.00026
"212",1973-11-02,-0.00264113568834612,-0.00780969479353688,-0.0117633079847909,-0.0132395909422937,0,0.00026
"213",1973-11-05,-0.0054065982566478,-0.00814258572333304,-0.0297783655965692,-0.0107337836587397,-0.0740318906605922,0.00026
"214",1973-11-06,-0.0107610383847349,-0.00674997719602299,0,-0.0054251239360209,0.0666940002733361,0.00026
"215",1973-11-07,0.0026914881686666,0.0177243089356229,-0.0674983476536682,-0.0109094328975829,-0.0375400384368993,0.00026
"216",1973-11-08,0.0191253774745554,0.00803104132828003,0.151324532648179,0.00275744033469616,-0.0259584664536742,0.00026
"217",1973-11-09,-0.0160228270412643,-0.0105630650792229,-0.0514428626394766,-0.0192490043618432,-0.0133934672680061,0.00026
"218",1973-11-12,-0.0326790095917912,-0.00542839048222199,0.0120877783636879,-0.0140191433819975,-0.0404488156254329,0.00026
"219",1973-11-13,0.0112994350282485,0.0108250704994086,0.0416416175704379,0.0199058638948815,-0.0422982532120686,0.00026
"220",1973-11-14,-0.0555238855318663,0.00935925125989923,-0.102847248941901,0,0,0.00026
"221",1973-11-15,0.0234186383389667,0.00401212553495012,0.0509499506797617,0.0139409672146908,-0.0293940307506784,0.00026
"222",1973-11-16,0.0201698513800423,0.019714057366131,-0.036359926545603,0.0274985776597763,-0.0076098773101414,0.00026
"223",1973-11-19,-0.0113307896866689,-0.0387529391274057,-0.0503091386465656,-0.0428202288667405,-0.0305164319248825,0.00026
"224",1973-11-20,-0.0198807157057654,-0.0417648124660265,-0.0331311870150717,-0.00559197840339376,-0.0237288135593221,0.00026
"225",1973-11-21,0.0291134709461878,-0.00557814124988176,0.0684868330028132,0.0281171223579602,0.0243055555555556,0.00026
"226",1973-11-23,0.0112463768115942,0.00988781137098305,-0.0512776243093922,-0.0355526216522069,-0.00790960451977407,0.00026
"227",1973-11-26,-0.041848199954139,-0.0154396535492375,-0.0540491355777981,-0.00283563117238672,-0.0714285714285714,0.00026
"228",1973-11-27,-0.0612660045470862,-0.00994454006502188,-0.0500192381685263,0.00500098058442822,-0.0427545120028036,0.00026
"229",1973-11-28,0.0590184831102611,0.0430751400424956,-0.0451093560145808,0.0199043809152113,0.107084019769357,0.00026
"230",1973-11-29,-0.00878671160327404,-0.005462962962963,0.0630401357298127,-0.0195159284415958,-0.0563822751322751,0.00026
"231",1973-11-30,-0.00303582270795388,-0.00698259007541202,-0.0296758104738154,-0.0283930139525808,-0.0171718941650604,0.00026
"232",1973-12-03,0.00304506699147389,-0.0138758672417025,0.0152659984579799,-0.0379594296043382,-0.0172936352290962,0.00032
"233",1973-12-04,-0.0177292046144505,0.00275717817075471,0.00754353989469414,-0.00918580375782874,-0.0177793904208998,0.00032
"234",1973-12-05,-0.0482136234392385,-0.00843841850763249,-0.0596954926888096,-0.012220817530552,-0.0179165127447358,0.00032
"235",1973-12-06,0.0094817508767373,0,0.0317426388072464,0.012372013651877,0.0182433703216098,0.00032
"236",1973-12-07,0.0156973751930005,0.0327022375215147,-0.0769151085098668,0.0552043826380109,0.00905060953084602,0.00032
"237",1973-12-10,0.0146947048391182,0.00416666666666665,-0.0250252496913927,0,-0.00896943071572398,0.00032
"238",1973-12-11,-0.0279650436953807,0.00544029506685106,-0.136740331491713,-0.00868610223642163,-0.00886590321389003,0.00032
